_id,birthDate,birth year,birthPlace,birth city/country,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height_dup,height,highSchool,name,position,shoots,weight
sheppje01,Sep-29,1974,Marietta, Georgia,0.9,38.5,28.6,61.5,18,8.7,2.2,1.2,0.3,41,University of Kentucky,,,,,06-Mar-23,6.30,"McIntosh in Peachtree City, Georgia",Jeff Sheppard,Shooting Guard,Right,190
sheppst01,Mar-21,1954,New York, New York,0.6,45.9,,63.3,106,10.8,3.5,1.7,0.9,,University of Maryland,30th overall,2nd round,Chicago Bulls,1977,06-Jun-23,6.60,"DeWitt Clinton in Bronx, New York",Steve Sheppard,Small Forward,Right,215
sheroed01,Sep-13,1959,Richmond, Virginia,4.9,40.6,7.7,65,64,11.4,6.2,2.3,2.5,40.7,Virginia Commonwealth University,,,,,06-Feb-23,6.20,"John Marshall in Richmond, Virginia",Ed Sherod,Point Guard,Right,170
shippch01,Dec-03,1913,,,2,25.5,,72.5,23,-,4.7,-,-0.6,,Catholic University of America,,,,,06-Jan-23,6.10,"Cathedral in Indianapolis, Indiana",Charley Shipp,Guard/Forward,Right,200
shirlpa01,Dec-23,1977,Meriden, Kansas,0.4,39.5,0,42.9,18,4.5,1.8,1.1,-0.2,39.5,Iowa State University,,,,,06-Oct-23,6.10,"Jefferson West in Meriden, Kansas",Paul Shirley,Power Forward,Right,230
shortge01,Aug-07,1953,Macon, Mississippi,0.3,35.2,,62.5,34,9.8,2.5,1.4,-0.1,,Jackson State University,9th overall,1st round,New York Knicks,1975,06-Jun-23,6.60,,Gene Short,Small Forward,Right,200
shortpu01,Jul-02,1957,Hattiesburg, Mississippi,2.5,47.4,28.2,82.4,842,16.9,17.3,4.3,51.1,47.9,Jackson State University,5th overall,1st round,Golden State Warriors,1978,06-Jul-23,6.70,"Blair in Hattiesburg, Mississippi",Purvis Short,Power Forward and Small Forward and Shooting Guard,Right,210
shousde01,Mar-24,1963,Terre Haute, Indiana,0.7,0,0,-,3,-6.8,0,0,-0.1,0,University of South Alabama,92nd overall,4th round,Los Angeles Lakers,1985,06-Feb-23,6.20,"North in Terre Haute, Indiana",Dexter Shouse,Point Guard,Right,200
shriddi01,Feb-07,1923,Glass Rock, Ohio,0.5,-,,33.3,4,-,0.3,-,0,,Ohio University,,1948 BAA Draf,New York Knicks,,06-Feb-23,6.20,,Dick Shrider,Guard,Right,190
shuege01,Dec-18,1931,Baltimore, Maryland,3.7,39.6,,80.6,699,13.7,14.4,4.1,38.9,,University of Maryland,3rd overall,1st round,Philadelphia Warriors,1954,06-Feb-23,6.20,"Towson Catholic in Towson, Maryland",Gene Shue,Point Guard and Shooting Guard,Right,170
shumajo01,Apr-06,1952,Greenville, South Carolina,1.8,51.6,0,72,318,15.9,12.3,7.5,24.5,51.6,University of Notre Dame,4th overall,1st round,Phoenix Suns,1974,06-Sep-23,6.90,"Thomas Jefferson in Elizabeth, New Jersey",John Shumate,Power Forward,Right,235
shumpim01,Jun-26,1990,Oak Park, Illinois,1.9,39.3,34,76.6,446,9.8,7.3,3.4,12.9,47.1,Georgia Institute of Technology,17th overall,1st round,New York Knicks,2011,06-May-23,6.50,"Oak Park and River Forest in Oak Park, Illinois",Iman Shumpert,Shooting Guard and Point Guard,Right,215
shvedal01,Dec-16,1988,Belgorod, Russia,2.5,36.9,30.6,76.2,182,12.8,7.4,2,3.1,43.6,,,,,,06-Jun-23,6.60,,Alexey Shved,Shooting Guard,Right,190
siakapa01,Apr-02,1994,Douala, Cameroon,2,53.1,30.9,74.3,216,16.1,10.1,5.1,15.5,56.4,New Mexico State University,27th overall,1st round,Toronto Raptors,2016,06-Sep-23,6.90,"God's Academy in Lewisville, Texas",Pascal Siakam,Power Forward,Right,230
siberjo01,Aug-01,1992,Cincinnati, Ohio,0,100,100,-,1,29.7,3,0,0,150,"Ohio State University, University of Dayton",,,,,06-Apr-23,6.40,"Princeton in Sharonville, Ohio",Jordan Sibert,Shooting Guard,Right,187
sibersa01,Feb-11,1949,,,0,30.8,,80,5,6.4,2.4,0.8,-0.1,,Kentucky State University,19th overall,2nd round,Kansas City-Omaha Kings,1972,06-Jul-23,6.70,,Sam Sibert,Power Forward,Right,215
siblema01,Nov-13,1950,,,0.5,35.7,,85.7,28,9.3,1.6,0.9,-0.2,,Northwestern University,64th overall,4th round,Chicago Bulls,1973,06-Feb-23,6.20,"West in Rockford, Illinois",Mark Sibley,Shooting Guard,Right,175
sichtje01,Nov-29,1956,Martinsville, Indiana,3.3,50.7,27.1,85.7,598,11.7,6.9,1.4,21.2,51.3,Purdue University,82nd overall,4th round,Golden State Warriors,1979,06-Jan-23,6.10,"Martinsville in Martinsville, Indiana",Jerry Sichting,Point Guard,Right,168
sidledo01,Jun-21,1946,Dallas, Texas,1,48.1,13.8,71.7,314,17.8,13.5,8,23.1,48.1,University of Oklahoma,29th overall,3rd round,San Francisco Warriors,1968,06-Aug-23,6.80,,Donald Sidle,Power Forward and Center,Right,215
siegfla01,May-22,1939,Shelby, Ohio,3.5,40.9,,85.4,550,13.7,10.8,2.8,33.1,,Ohio State University,3rd overall,1st round,Cincinnati Royals,1961,06-Mar-23,6.30,"Shelby in Shelby, Ohio",Larry Siegfried,Point Guard and Shooting Guard,Right,190
siewera01,Dec-31,1923,,,0.2,13.6,,53.3,21,-,1,-,-0.3,,Dakota Wesleyan University,,,,,07-Jan-23,7.10,,Ralph Siewert,Center,Right,230
sikmaja01,Nov-14,1955,Kankakee, Illinois,3.2,46.4,32.8,84.9,1107,17.3,15.6,9.8,112.5,47.1,Illinois Wesleyan University,8th overall,1st round,Seattle SuperSonics,1977,06-Nov-23,6.11,"Saint Anne in Saint Anne, Illinois",Jack Sikma,Center,Right,230
silasja01,Feb-11,1949,Tallulah, Louisiana,3.8,49.5,0,85.5,685,17,16.1,3,60.3,49.5,Stephen F. Austin State University,70th overall,5th round,Houston Rockets,1972,06-Jan-23,6.10,"McCall in Tallulah, Louisiana",James Silas,Point Guard and Shooting Guard,Right,180
silaspa01,Jul-12,1943,Prescott, Arkansas,2.1,43.2,-,67.3,1254,13.9,9.4,9.9,79.9,43.2,Creighton University,10th overall,2nd round,St. Louis Hawks,1964,06-Jul-23,6.70,"McClymonds in Oakland, California",Paul Silas,Power Forward,Right,220
silasxa01,Jan-22,1988,San Antonio, Texas,0.8,22.2,12.5,66.7,4,-0.7,2.8,1.5,-0.1,25,"University of Colorado, Northern Illinois University",,,,,06-May-23,6.50,"Brewster Academy in Wolfeboro, New Hampshire",Xavier Silas,Shooting Guard,Right,205
silerga01,Oct-25,1986,Augusta, Georgia,0.1,54.8,-,50,21,13.5,2.1,1.3,0.1,54.8,Augusta State University,,,,,06-Nov-23,6.11,"Richmond Academy in Augusta, Georgia",Garret Siler,Center,Right,305
sillimi01,May-05,1944,Louisville, Kentucky,0.6,45.6,,48.7,36,8,2.5,1.7,0.3,,United States Military Academy,69th overall,8th round,New York Knicks,1966,06-Jun-23,6.60,"Saint Xavier in Louisville, Kentucky",Mike Silliman,Small Forward,Right,225
simiewa01,Mar-09,1983,Leavenworth, Kansas,0.2,46.9,-,85.4,51,10.5,3.3,1.9,0.9,46.9,University of Kansas,29th overall,1st round,Miami Heat,2005,06-Sep-23,6.90,"Leavenworth in Leavenworth, Kansas",Wayne Simien,Power Forward,Right,255
simmobe01,Jul-20,1996,Melbourne, Australia,7.9,55.4,0,58.3,160,20,16.4,8.5,17.5,55.4,Louisiana State University,1st overall,1st round,Philadelphia 76ers,2016,06-Oct-23,6.10,"Montverde Academy in Montverde, Florida",Ben Simmons,Point Guard,Left,230
simmobo01,Jun-02,1980,Chicago, Illinois,1.5,43.7,39.6,82.3,466,12.9,9,3.8,20.1,49,DePaul University,42nd overall,2nd round,Seattle SuperSonics,2001,06-Jul-23,6.70,"Simeon Career Academy in Chicago, Illinois",Bobby Simmons,Shooting Guard and Power Forward and Small Forward,Right,210
simmoce01,Jan-03,1986,Shallotte, North Carolina,0.2,40.9,-,39,75,7.3,2.2,1.9,0.1,40.9,North Carolina State University,15th overall,1st round,New Orleans/Oklahoma City Hornets,2006,06-Sep-23,6.90,"West Brunswick in Shallotte, North Carolina",Cedric Simmons,Power Forward,Right,235
simmoco01,Mar-15,1925,Newark, New Jersey,1.6,35.1,,67.8,598,14.1,9.8,6.2,29,,,,,,,06-Aug-23,6.80,"Flushing in Flushing, New York",Connie Simmons,Center and Power Forward,Right,222
simmogr01,Mar-07,1943,New Orleans, Louisiana,2.1,42,8.3,70.4,95,9.9,9,2.8,5.1,42.2,University of Nebraska,100th overall,12th round,Baltimore Bullets,1966,06-Mar-23,6.30,"Benson in Omaha, Nebraska",Grant Simmons,Point Guard,Right,190
simmojo01,Jul-07,1924,Birmingham, Alabama,0.5,28,,61.4,60,-,5.3,-,1.7,,New York University,,,,,06-Jan-23,6.10,,Johnny Simmons,Guard,Right,184
simmojo02,Sep-14,1989,Houston, Texas,1.9,44.3,31.7,75.6,258,11,8.3,2.4,6.2,48.4,University of Houston,,,,,06-Jun-23,6.60,"Smiley in Houston, Texas",Jonathon Simmons,Shooting Guard and Small Forward,Right,195
simmoko01,Jul-04,1997,Atlanta, Georgia,2.1,42.3,28.2,100,33,7.7,5.9,1.5,-0.2,45.2,University of Arizona,,,,,06-May-23,6.50,"St. Francis in Alpharetta, Georgia",Kobi Simmons,Point Guard,Right,166
simmoli01,Nov-14,1968,Philadelphia, Pennsylvania,3.3,43.3,30.5,77.1,454,14.7,12.8,6.2,16.9,43.7,La Salle University,7th overall,1st round,Sacramento Kings,1990,06-Jul-23,6.70,"South Philadelphia in Philadelphia, Pennsylvania",Lionel Simmons,Small Forward,Right,210
simonmi01,Nov-21,1975,Stockholm, Sweden,0,20,0,-,5,-7.2,0.4,0.4,-0.1,20,University of Arizona,42nd overall,2nd round,Orlando Magic,1998,06-Mar-23,6.30,"Mater Dei in Santa Ana, California",Miles Simon,Shooting Guard,Right,202
simonwa01,Dec-01,1939,Delcambre, Louisiana,2.7,46.2,13.3,70.4,541,14.6,11.9,5,27.6,46.3,Benedict College,,,,,06-Jun-23,6.60,"Commerce in New York, New York",Walter Simon,Small Forward,Right,200
simonan01,Jun-08,1999,Longwood, Florida,0.7,44.4,34.5,56.3,20,11.1,3.8,0.7,0.1,52.4,,24th overall,1st round,Portland Trail Blazers,2018,06-Apr-23,6.40,"IMG Academy in Bradenton, Florida",Anfernee Simons,Shooting Guard,Right,185
simpkdi01,Apr-06,1972,Fort Washington, Maryland,0.9,44,22.2,61.8,327,9.5,4.2,3.6,4.7,44.1,Providence College,21st overall,1st round,Chicago Bulls,1994,06-Sep-23,6.90,"Friendly in Fort Washington, Maryland",Dickey Simpkins,Power Forward and Center,Right,248
simpsra01,Aug-10,1949,Detroit, Michigan,3.3,44.9,19,76.3,705,16.2,16.7,3.7,29,45.1,Michigan State University,11th overall,1st round,Chicago Bulls,1972,06-May-23,6.50,"Pershing in Detroit, Michigan",Ralph Simpson,Shooting Guard and Small Forward,Right,200
simsal01,Oct-18,1974,Paris, Kentucky,1.3,40,100,40,4,10.9,2.8,1,-0.1,45,University of Louisville,,,,,06-Apr-23,6.40,"Paris in Paris, Kentucky",Alvin Sims,Shooting Guard,Right,235
simsbo01,Oct-09,1938,,,2.3,39.2,-,57.2,67,9,7.7,2.7,0.4,39.2,Pepperdine University,54th overall,7th round,St. Louis Hawks,1960,06-May-23,6.50,"Jordan in Los Angeles, California",Bob Sims,Shooting Guard,Right,220
simsco01,Oct-21,1983,Roslindale, Massachusetts,0.2,42.9,-,-,5,7.4,1.2,1.2,0,42.9,University of Michigan,,,,,06-Oct-23,6.10,"Noble and Greenough School in Dedham, Massachusetts",Courtney Sims,Center,Right,245
simsdo01,Jun-29,1943,Elba, Alabama,0,40,,-,4,5,1,1,0,,Kent State University,,,,,06-Jul-23,6.70,,Doug Sims,Forward,Right,195
simshe01,Mar-27,1990,Baltimore, Maryland,1,47.1,17.4,76.7,135,15,7.6,5,4.6,47.3,Georgetown University,,,,,06-Oct-23,6.10,"Mount Saint Joseph in Baltimore, Maryland",Henry Sims,Center,Right,248
simssc01,Apr-18,1955,Kirksville, Missouri,1.7,38.5,,66.7,12,5.2,2.5,1.1,-0.2,,University of Missouri,103rd overall,5th round,San Antonio Spurs,1977,06-Jan-23,6.10,,Scott Sims,Point Guard,Right,170
singlky01,May-04,1988,Medford, Oregon,0.8,41.8,36.2,78.6,356,9.5,6.5,2.9,10,49.3,Duke University,33rd overall,2nd round,Detroit Pistons,2011,06-Aug-23,6.80,"South Medford in Medford, Oregon",Kyle Singler,Small Forward,Right,228
singlse01,Sep-06,1985,Philadelphia, Pennsylvania,0.8,36.5,40,85.7,37,6.7,2.4,0.9,0,42.4,University of Virginia,42nd overall,2nd round,Sacramento Kings,2008,6-0,6.00,"William Penn Charter School in Philadelphia, Pennsylvania",Sean Singletary,Point Guard,Right,185
singlch01,Nov-21,1989,Canton, Georgia,0.6,37.6,31.9,63.3,148,8.2,4.1,3.2,2.3,42.3,Florida State University,18th overall,1st round,Washington Wizards,2011,06-Aug-23,6.80,"Dunwoody in Dunwoody, Georgia",Chris Singleton,Small Forward and Power Forward,Right,230
singlja01,Jul-20,1981,Chicago, Illinois,0.4,46.2,29.2,83.3,243,14,3.9,3.7,8.1,48.5,Murray State University,,,,,06-Aug-23,6.80,"Hirsch Metro in Chicago, Illinois",James Singleton,Power Forward and Small Forward,Right,216
singlmc01,Oct-29,1961,Memphis, Tennessee,0.5,66.7,0,-,2,13.3,2,0,0,66.7,University of Alabama at Birmingham,120th overall,6th round,Milwaukee Bucks,1984,06-May-23,6.50,"Booker T. Washington in Memphis, Tennessee",McKinley Singleton,Point Guard,Right,175
sinicze01,Jan-25,1929,New York, New York,0.3,25,,37.5,12,-3.4,1.1,0.2,-0.2,,Niagara University,4th overall,1st round,Fort Wayne Pistons,1951,05-Oct-23,5.10,"Benjamin Franklin in New York, New York",Zeke Sinicola,Guard,Right,165
sittoch01,Jul-03,1962,McMinnville, Oregon,0.6,41.5,0,52,43,8,2.1,1.4,0.1,41.5,Oregon State University,38th overall,2nd round,Dallas Mavericks,1984,06-Aug-23,6.80,"McMinnville in McMinnville, Oregon",Charlie Sitton,Small Forward,Right,210
sivape01,Oct-24,1990,Seattle, Washington,1.4,31.6,28,73.3,24,5.7,2.3,0.6,-0.2,37.7,University of Louisville,56th overall,2nd round,Detroit Pistons,2013,6-0,6.00,"Franklin in Seattle, Washington",Peyton Siva,Shooting Guard,Right,185
skilesc01,Mar-05,1964,LaPorte, Indiana,6.5,43.5,37.9,88.9,600,14.4,11.1,2.5,30.4,48.5,Michigan State University,22nd overall,1st round,Milwaukee Bucks,1986,06-Jan-23,6.10,"Plymouth in Plymouth, Indiana",Scott Skiles,Point Guard,Right,180
skinnal01,Jun-16,1952,Mount Vernon, New York,2.8,45.2,27.3,81.3,337,13.8,9.1,3.3,13.2,45.2,University of Massachusetts Amherst,160th overall,9th round,Boston Celtics,1974,06-Mar-23,6.30,"Malverne in Malverne, New York",Al Skinner,Shooting Guard,Left,190
skinnbr01,May-19,1976,Temple, Texas,0.5,49.4,33.3,56.6,608,12,4.7,4.7,15.8,49.4,Baylor University,22nd overall,1st round,Los Angeles Clippers,1998,06-Sep-23,6.90,"Temple in Temple, Texas",Brian Skinner,Center and Power Forward,Right,255
skinnta01,Sep-10,1952,Berlin, Maryland,1,43.4,,63.3,145,9.5,4.6,4.2,3.4,,University of Maryland Eastern Shore,44th overall,3rd round,Seattle SuperSonics,1974,06-May-23,6.50,"Worcester in Newark, Maryland",Tal Skinner,Small Forward,Right,195
skoogwh01,Nov-02,1926,Duluth, Minnesota,2.6,38.8,,79.9,341,10.9,8.2,3.3,14.3,,University of Minnesota,,1951 NBA Draft,Minneapolis Lakers,,05-Nov-23,5.11,"Brainerd in Brainerd, Minnesota",Whitey Skoog,Shooting Guard,Right,180
sladeje01,Mar-01,1941,,,0,40,,0,3,5.8,1.3,2.3,0,,Kenyon College,85th overall,11th round,Chicago Zephyrs,1962,06-Jun-23,6.60,,Jeff Slade,Forward,Right,220
slatere01,Aug-27,1970,Houston, Texas,0.6,48.4,0,62.9,259,13.7,5.6,3,5.3,48.4,University of Wyoming,,,,,06-Jul-23,6.70,"Kashmere in Houston, Texas",Reggie Slater,Power Forward,Right,215
slaugji01,May-13,1928,,,0.9,32.1,,60.3,28,10.1,5.3,5.3,-0.1,,University of South Carolina,31st overall,4th round,Tri-Cities Blackhawks,1951,06-Nov-23,6.11,,Jim Slaughter,Center,Right,210
slaugjo01,Sep-09,1960,Los Angeles, California,0.8,37.4,22,64.4,63,10.5,3.6,1.1,-0.1,39.3,University of Portland,43rd overall,2nd round,Indiana Pacers,1982,06-May-23,6.50,"Compton in Compton, California",Jose Slaughter,Shooting Guard,Right,205
slayta01,Apr-02,1980,Beckley, West Virginia,0.5,36.1,26.5,53.8,66,6.5,2.6,1.1,-0.3,39.4,Marshall University,54th overall,2nd round,New Jersey Nets,2002,06-Aug-23,6.80,"Woodrow Wilson in Beckley, West Virginia",Tamar Slay,Shooting Guard,Right,215
sloando01,Jan-15,1988,Shreveport, Louisiana,3,40.9,31,75.4,218,11.9,5.5,2.1,4,45.4,Texas A&M University,,,,,06-Mar-23,6.30,"Seagoville in Dallas, Texas",Donald Sloan,Point Guard and Shooting Guard,Right,205
sloanje01,Mar-28,1942,McLeansboro, Illinois,2.5,42.7,,72.2,755,13.2,14,7.4,49.5,,University of Evansville,19th overall,3rd round,Baltimore Bullets,1964,06-May-23,6.50,"McLeansboro in McLeansboro, Illinois",Jerry Sloan,Shooting Guard and Small Forward,Right,195
slokaur01,May-14,1983,Ljubljana, Slovenia,0.1,53.8,50,69.2,20,13.9,1.9,0.7,0.1,55.8,,58th overall,2nd round,Toronto Raptors,2005,06-Oct-23,6.10,,Uros Slokar,Center,Left,238
slubyto01,Feb-18,1962,Washington, District of Columbia,0.5,51.7,0,61.9,31,12.2,2.4,0.4,0.2,51.7,University of Notre Dame,41st overall,2nd round,Dallas Mavericks,1984,06-Apr-23,6.40,"Gonzaga in Washington, District of Columbia",Tom Sluby,Shooting Guard,Right,200
smartke01,Sep-21,1964,Baton Rouge, Louisiana,1,0,0,100,2,0,1,0.5,0,0,Indiana University,41st overall,2nd round,Golden State Warriors,1988,06-Jan-23,6.10,"McKinley in Baton Rouge, Louisiana",Keith Smart,Point Guard,Right,175
smartma01,Mar-06,1994,Flower Mound, Texas,3.9,37.2,31,76.4,341,11.8,9.3,3.5,16.2,45.1,Oklahoma State University,6th overall,1st round,Boston Celtics,2014,06-Apr-23,6.40,"Edward S. Marcus in Flower Mound, Texas",Marcus Smart,Shooting Guard and Point Guard,Right,220
smawlbe01,Mar-20,1918,Golden Valley, North Carolina,2.3,34.7,,79.7,261,3.1,12.7,2.8,22.9,,Appalachian State University,,,,,06-Jan-23,6.10,"Ellenboro in Ellenboro, North Carolina",Belus Smawley,Shooting Guard,Right,195
smileja01,Dec-22,1922,Sandwich, Illinois,2.5,25.6,,67.9,118,-,6.2,-,0.6,,University of Illinois at Urbana-Champaign,,,,,06-Mar-23,6.30,"Waterman in Waterman, Illinois",Jack Smiley,Forward/Guard,Right,190
smithad01,Oct-05,1936,Farmington, Kentucky,2.3,43,18.2,83.8,772,12.2,11.3,2.1,33.2,43,University of Kentucky,85th overall,15th round,Cincinnati Royals,1958,06-Jan-23,6.10,"Farmington in Farmington, Kentucky",Adrian Smith,Shooting Guard,Right,180
smithal01,Jan-15,1947,Peoria, Illinois,5.3,40.7,29.2,77.3,337,10.9,9.8,2.6,11.1,42.7,Bradley University,132nd overall,10th round,Chicago Bulls,1969,06-Jan-23,6.10,"Manual in Peoria, Illinois",Al Smith,Point Guard and Small Forward,Right,185
smithbi01,Apr-26,1939,,,0.8,24.2,,87.5,9,5.7,2.6,1.8,-0.2,,Saint Peter's College,42nd overall,5th round,New York Knicks,1961,06-May-23,6.50,"New York Military Academy in New York, New York",Bill Smith,Guard/Forward,Right,190
smithbi02,Feb-26,1946,Memphis, Tennessee,2,44.9,28.4,79.8,865,14.1,12.6,4.2,33.3,45,University of Tulsa,6th overall,1st round,San Diego Rockets,1969,06-May-23,6.50,"Melrose in Memphis, Tennessee",Bingo Smith,Shooting Guard and Small Forward,Right,195
smithbo01,Aug-20,1937,,,1.1,23.6,,68.8,13,6.7,2.8,2.5,-0.3,,West Virginia University,18th overall,3rd round,Minneapolis Lakers,1959,06-Apr-23,6.40,"Stonewall Jackson in Charleston, West Virginia",Bobby Smith,Guard,Right,190
smithch01,Jul-16,1965,Bridgeport, Connecticut,1.4,47.5,19.4,77.4,564,15.7,14.4,5.8,40.9,47.7,University of Pittsburgh,3rd overall,1st round,Philadelphia 76ers,1988,06-Oct-23,6.10,"Warren Harding in Bridgeport, Connecticut",Charles Smith,Power Forward and Small Forward,Right,230
smithch02,Nov-29,1967,Washington, District of Columbia,1.6,43.3,0,67.5,73,11.9,2.5,1,0.9,43.3,Georgetown University,,,,,06-Jan-23,6.10,"All Saints in Washington, District of Columbia",Charles Smith,Point Guard,Right,160
smithch04,Aug-22,1975,Fort Worth, Texas,0.9,40.9,28.8,60.6,142,11.5,5.1,1.4,1.5,45.9,University of New Mexico,26th overall,1st round,Miami Heat,1997,06-Apr-23,6.40,"Dunbar in Fort Worth, Texas",Charles Smith,Shooting Guard,Right,194
smithch03,May-17,1970,Bridgeport, Connecticut,2.8,43.5,36.6,71.3,224,10.7,5.1,1.3,3.2,46.6,University of Connecticut,34th overall,2nd round,Minnesota Timberwolves,1992,06-Mar-23,6.30,"Kolbe Cathedral in Bridgeport, Connecticut",Chris Smith,Shooting Guard and Point Guard,Right,190
smithch05,Oct-13,1987,Millstone Township, New Jersey,0,-,-,-,2,0,0,0,0,-,"Manhattan College, University of Louisville",,,,,06-Feb-23,6.20,"Saint Benedict's Preparatory School in Newark, New Jersey",Chris Smith,Point Guard,Right,200
smithcl01,Jan-19,1964,Cleveland, Ohio,1.1,43,0,71.4,46,11,2.9,1.3,0.3,43,"Ohio State University, Cleveland State University",97th overall,5th round,Golden State Warriors,1986,06-Jun-23,6.60,"Adams in Cleveland, Ohio",Clinton Smith,Shooting Guard,Right,210
smithcr01,Nov-10,1983,Inglewood, California,0.8,55.3,3.7,66.1,403,16.2,7.6,3.9,16,55.3,Boston College,36th overall,2nd round,Minnesota Timberwolves,2006,06-Jul-23,6.70,"Fairfax in Los Angeles, California",Craig Smith,Power Forward,Right,250
smithde01,Jan-07,1920,Paul, Idaho,0.1,26.9,,42.9,48,-,1.5,-,0.7,,University of Utah,,,,,06-Mar-23,6.30,"West in Salt Lake City, Utah",Deb Smith,Forward,Right,180
smithde03,Nov-25,1997,Fayetteville, North Carolina,5,40.7,31.6,66.8,122,12.6,14.5,3.4,-0.7,45.9,North Carolina State University,9th overall,1st round,Dallas Mavericks,2017,06-Mar-23,6.30,"Trinity Christian in Fayetteville, North Carolina",Dennis Smith Jr.,Point Guard,Right,195
smithde02,Nov-01,1961,Hogansville, Georgia,2.1,49.9,29.4,75.3,408,15.1,12.8,3.2,18.3,50.4,University of Louisville,35th overall,2nd round,Golden State Warriors,1982,06-Jun-23,6.60,"Hogansville in Hogansville, Georgia",Derek Smith,Shooting Guard and Small Forward,Right,205
smithdo01,Jul-27,1920,Minnesota,,0.3,15.4,,66.7,8,-,0.8,-,-0.1,,University of Minnesota,,1947 BAA Draf,Chicago Stags,,06-Feb-23,6.20,"Roosevelt in Minneapolis, Minnesota",Don Smith,Guard/Forward,Right,190
smithdo02,Oct-10,1951,Dayton, Ohio,0.9,40.8,,100,54,12.6,5.2,0.6,0,,University of Dayton,19th overall,2nd round,Philadelphia 76ers,1974,6-0,6.00,"Roth in Dayton, Ohio",Don Smith,Shooting Guard,Right,160
smithdo04,Nov-27,1983,Louisville, Kentucky,0.8,42.1,30.8,65,61,11.1,2.7,1.1,0.5,45,Southeastern Illinois College,34th overall,2nd round,Atlanta Hawks,2004,06-Jul-23,6.70,"Oldham County in LaGrange, Kentucky",Donta Smith,Shooting Guard,Right,215
smithdo03,Sep-17,1969,Detroit, Michigan,1.4,42.5,8.3,77.3,296,11.7,8,4.2,3,42.6,University of Missouri,6th overall,1st round,Dallas Mavericks,1991,06-Oct-23,6.10,"MacKenzie in Detroit, Michigan",Doug Smith,Power Forward,Right,220
smithed01,Jul-05,1929,West Jefferson, Ohio,0.8,28.6,,53.8,12,8.5,2.9,2.7,-0.3,,Harvard University,6th overall,1st round,New York Knicks,1951,06-Jun-23,6.60,,Ed Smith,Small Forward,Right,180
smithel01,May-09,1949,Macon, Georgia,1.4,48.2,,57.9,562,16.2,13.4,10.6,34.7,,Kentucky State University,3rd overall,1st round,Buffalo Braves,1971,7-0,7.00,"Ballard-Hudson in Macon, Georgia",Elmore Smith,Center,Right,250
smithga01,Nov-18,1945,Campbellsville, Kentucky,0.4,43.7,-,31.1,134,8.5,3.2,3.3,0.7,43.7,Eastern Kentucky University,32nd overall,3rd round,Boston Celtics,1968,06-Sep-23,6.90,,Garfield Smith,Center and Power Forward,Right,235
smithgr01,Jan-28,1947,Princeton, Kentucky,1.8,48.2,,64.6,524,12.2,7.8,6.2,22.2,,Western Kentucky University,50th overall,4th round,Milwaukee Bucks,1968,06-May-23,6.50,"Caldwell County in Caldwell, Kentucky",Greg Smith,Small Forward and Point Guard and Power Forward,Right,195
smithgr02,Jan-08,1991,Vallejo, California,0.3,61.7,0,57.6,149,13.8,4,3.3,5.5,61.7,"California State University, Fresno",,,,,06-Oct-23,6.10,"Westwind Academy in Phoenix, Arizona",Greg Smith,Center and Power Forward,Right,250
smithis01,Jul-05,1988,Charlotte, North Carolina,3.8,42.7,30.6,67.8,542,13.5,7.4,2.4,11,45.1,Wake Forest University,,,,,6-0,6.00,"Central Cabarrus in Concord, North Carolina",Ish Smith,Point Guard,Right,175
smithjr01,Sep-09,1985,Freehold, New Jersey,2.1,41.9,37.3,73.2,971,14,12.5,3.2,46.4,51.1,,18th overall,1st round,New Orleans Hornets,2004,06-Jun-23,6.60,"Saint Benedict's Preparatory School in Newark, New Jersey",J.R. Smith,Small Forward and Shooting Guard,Right,225
smithja01,Feb-12,1977,Atlanta, Georgia,0.6,41.3,12.5,69,108,9.7,3,1.6,1.3,41.4,Louisiana State University,45th overall,2nd round,Sacramento Kings,2000,06-Nov-23,6.11,"Booker T. Washington in Atlanta, Georgia",Jabari Smith,Center and Power Forward,Right,250
smithja02,Mar-02,1986,Greeley, Colorado,0.7,46.8,33.3,78.3,616,12.9,6.1,3.4,14.1,48,Colorado State University,20th overall,1st round,Miami Heat,2007,7-0,7.00,"Platte Valley in Kersey, Colorado",Jason Smith,Center and Power Forward,Right,240
smithje01,Sep-26,1987,Wauwatosa, Wisconsin,0.8,21.4,16.7,-,5,7.8,1.4,1.4,0,25,University of Louisville,,,,,06-Feb-23,6.20,"East in Wauwatosa, Wisconsin",Jerry Smith,Point Guard,Right,190
smithji01,Apr-12,1958,Cleveland, Ohio,0.6,51.4,-,46.1,76,9.3,2.9,2.5,0.7,51.4,Ohio State University,54th overall,3rd round,San Diego Clippers,1981,06-Sep-23,6.90,"East Technical in Cleveland, Ohio",Jim Smith,Power Forward,Right,225
smithjo02,Jul-26,1975,Norfolk, Virginia,1,45.5,23.8,79,1030,15.4,10.9,6.4,60.3,45.6,University of Maryland,1st overall,1st round,Golden State Warriors,1995,06-Oct-23,6.10,"Maury in Norfolk, Virginia",Joe Smith,Small Forward and Center and Power Forward,Right,225
